SEVERITY NAME,ISSUED BY,PROBLEM TYPE NAME,PROBLEM,SOLVED BY,CSR GROUP,ADDITIONAL INFO,SOLUTION,ACTUAL PROBLEM,SUPPORT TYPE,SUPPORT ZONE,ISSUED BY GROUP,SOLVED COMMENT,PLANCAT TYPE,,,
Full Service Affected,kiran.tharu,Accounts Related Issue,Online Payment Query..,bikash.chaudhary4,Fiber O&M,Auto close by sub tt:10385500,,Online Payment Query,Field Support,REGION2-NBU1,Phone Support CSR,will pay,BTL,,,
Full Service Affected,mamata.shrivastav,No Internet Connection (FTTH),ONU status offline..,dinesh.yogi,Fiber,Auto close by sub tt:10354979,,ONU status offline,Field Support,MAHENDRANAGAREAST,Account,,ATL,,,
Full Service Affected,sujana.maharjan,Accounts Related Issue,Payment Query..,sujan.tamrakar,Field Team,Auto close by sub tt:10406846,,Payment Query,Field Support,REGION2-NBU1,Sales Call Center,,BTL,,,
Full Service Affected,karishma.bishokarma,Accounts Related Issue,Account extend request..,sujan.tamrakar,Field Team,Auto close by sub tt:10379823,,Account extend request,Field Support,BALUWATAR,Phone Support CSR,,ATL,,,
Full Service Affected,karan.thandar,General Inquiry,Manage cable..,jay.mandal,Fiber O&M,Auto close by sub tt:10245928,,Manage cable,Field Support,DHARAN,Field Support CSR,,BTL,,,
Full Service Affected,pawan.bagale,Slow Internet Connection (FTTH),No internet connection through..,rijan.thapa01,Field Team,Auto close by sub tt:10294912,,No internet connection through beacon,Field Support,BALUWATAR,Phone Support CSR,fine in primary //sec router no internet reconnect  //seems fine,ATL,,,
Full Service Affected,tamang.amrita,Accounts Related Issue,Account extend request..,sah.ranjit,Field Team,Auto close by sub tt:10236937,,Account extend request,Field Support,SANDIKHARKA,Phone Support CSR,3 days extended as per client requested,BTL,,,
Full Service Affected,anankumar.chaudhary,No Internet Connection (FTTH),ONU status offline..,ram.stha,Fiber,Auto close by sub tt:10265238,,ONU status offline,Field Support,ITAHARI,Branch Supervisor,,BTL,,,
Full Service Affected,nisha.basnet,IPTV Related Issues,NET TV mobile app related..,pawan.chaudhary,Field Team,Auto close by sub tt:10306856,,NET TV mobile app related,Field Support,BIRATNAGAR,Phone Support CSR,suggested to check after a while,BTL,,,
Full Service Affected,prashant.tamang,Accounts Related Issue,Account extend request..,arjun.lama,Fiber O&M,Auto close by sub tt:10322547,,Account extend request,Field Support,BALUWATAR,Phone Support CSR,for 3 days,ATL,,,
Full Service Affected,ganga.mahji,General Inquiry,The client wants a house visit..,rijan.thapa01,Field Team,Auto close by sub tt:10389617,,The client wants a house visit.,Field Support,MAHENDRANAGAREAST,Account,,BTL,,,
Full Service Affected,devendra.magar,Accounts Related Issue,Upgrade/Change Subscribed Pack..,sunil.tamrakar,Field Team,Auto close by sub tt:10278569,,Upgrade/Change Subscribed Package,Field Support,BALUWATAR,Phone Support CSR,client is not at home,BTL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),File upload issue..,admin,Phone Support CSR,Auto close by sub tt:10402836,,File upload issue,Field Support,BALAJU,Phone Support CSR,,WIFI,,,
Full Service Affected,sudhira.shakya,Accounts Related Issue,Online Payment Query..,admin,Phone Support CSR,Auto close by sub tt:10370422,,Online Payment Query,Field Support,NEWBANESHWOR,Phone Support CSR,informed accordingly,WIFI,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Too many users connected..,admin,Phone Support CSR,Auto close by sub tt:10279926,,Too many users connected,Field Support,IMADOL,Phone Support CSR,called multiple times  call not received ,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,admin,Phone Support CSR,Auto close by sub tt:10339721,,Everything seems slow at client end devices.,Field Support,PEPSICOLA,Phone Support CSR,,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,naresh.mahatara2,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10268846,,ONU status offline,Field Support,KAPILVASTU,Field Support CSR,,BTL,,,
Full Service Affected,ronisa.shrestha,Accounts Related Issue,Account Disabled..,admin,Phone Support CSR,Auto close by sub tt:10354491,,Account Disabled,Field Support,BARDIBAS,Phone Support CSR,,BTL,,,
Full Service Affected,bijika.amatya,Accounts Related Issue,Query about Packages..,admin,Phone Support CSR,Auto close by sub tt:10334541,,Query about Packages,Field Support,BAGAR,Phone Support CSR,,BTL,,,
Full Service Affected,abhisek.thami,Accounts Related Issue,Query about Packages..,admin,Phone Support CSR,Auto close by sub tt:10257419,,Query about Packages,Field Support,HETAUDA,Sales Call Center,,BTL,,,
Full Service Affected,janaki.thapa,Accounts Related Issue,Payment Query..,kishan.thapa,Customer Care Unit,Auto close by sub tt:10366930,,Payment Query,Field Support,BARDIBAS,Phone Support CSR,,BTL,,,
Full Service Affected,kusum.uprety,Accounts Related Issue,Upgrade/Change Subscribed Pack..,admin,Phone Support CSR,Auto close by sub tt:10330723,,Upgrade/Change Subscribed Package,Field Support,PEPSICOLA,Phone Support CSR,,ATL,,,
Full Service Affected,nikhil.tuladhar,Accounts Related Issue,IPTV Related Issues...,admin,Phone Support CSR,Auto close by sub tt:10401390,,IPTV Related Issues.,Field Support,KAPAN,Phone Support CSR,,ATL,,,
Full Service Affected,apil.maharjan,Slow Internet Connection (FTTH),Channel interference seen at 5..,admin,Phone Support CSR,Auto close by sub tt:10314598,,Channel interference seen at 5Ghz,Field Support,IMADOL,Phone Support CSR,wrong ticket ,ATL,,,
Full Service Affected,poudel.santosh,Online Gaming Issue,PUBG Mobile..,admin,Phone Support CSR,Auto close by sub tt:10258724,,PUBG Mobile,Field Support,GATTHAGHAR,Phone Support CSR,device ping seems fine //speedtest also fine but ingame ping above 100ms // safenet registered and suggested to check after restart onu,ATL,,,
Full Service Affected,shakya.samman,Accounts Related Issue,Upgrade/Change Subscribed Pack..,admin,Phone Support CSR,Auto close by sub tt:10278604,,Upgrade/Change Subscribed Package,Field Support,IMADOL,Phone Support CSR,Inform to visit office for stb uninstallation.,ATL,,,
Limited Service,admin,IPTV Related Issues,Others (IPTV)..,admin,Phone Support CSR,Auto close by sub tt:10293843,,Others (IPTV),Field Support,BANSBARI,Phone Support CSR,,ATL,,,
Full Service Affected,prakash.chaudhary1,General Inquiry,Manage cable..,admin,Phone Support CSR,Auto close by sub tt:10355699,,Manage cable,Field Support,ATTARIYA,Field Team,,BTL,,,
Limited Service,admin,No Internet Connection (FTTH),No users online in Distributio..,admin,Phone Support CSR,Auto close by sub tt:10244208,,No users online in Distribution/GPON,Field Support,ATTARIYA,Phone Support CSR,,BTL,,,
Full Service Affected,pawan.bagale,Hotspot Related Issues (WiFi Project),IgniteNet Status Offline..,admin,Phone Support CSR,Auto close by sub tt:10356150,,IgniteNet Status Offline,Field Support,KIRTIPUR,Phone Support CSR,onu offline ticket assing to field team..,WIFI,,,
Full Service Affected,akash.chaudhary,No Internet Connection (FTTH),No users online in Distributio..,basudev.chaudhary,Field Team,Auto close by sub tt:10239206,,No users online in Distribution/GPON,Field Support,IMADOL,Phone Support Follow up Team,,COMPLIMENTARY,,,
Full Service Affected,unish.shahi,General Inquiry,Location shifting query..,admin,Phone Support CSR,Auto close by sub tt:10316960,,Location shifting query,Field Support,KIRTIPUR,Enterprise Marketing,call transfer to sales ,ATL,,,
Full Service Affected,rai.abhishek,Accounts Related Issue,Query about Packages..,bhesbahadur.neupane,Field Team,Auto close by sub tt:10380593,,Query about Packages,Field Support,KAPAN,Phone Support CSR,,ATL,,,
Full Service Affected,prerana.thapa,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10310964,,Account extend request,Field Support,PEPSICOLA,Phone Support CSR,,ATL,,,
Full Service Affected,hemant.karki,General Inquiry,MAC filtering request by clien..,admin,Phone Support CSR,Auto close by sub tt:10288048,,MAC filtering request by client,Field Support,IMADOL,Phone Support CSR,client verified// solved,ATL,,,
Full Service Affected,niranjan.kapali,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10305066,,Account extend request,Field Support,PEPSICOLA,Phone Support CSR,A/c extended// Suggested to pay//,ATL,,,
Full Service Affected,sabita.lama,General Inquiry,Technical Query..,admin,Phone Support CSR,Auto close by sub tt:10356041,,Technical Query,Field Support,BANSBARI,Phone Support CSR,,ATL,,,
Full Service Affected,sarvagya.thami,IPTV Related Issues,Manage cable for STB..,admin,Phone Support CSR,Auto close by sub tt:10315735,,Manage cable for STB,Field Support,BANSBARI,Branch Supervisor,multiple tt,ATL,,,
Full Service Affected,ashim.maharjan,Accounts Related Issue,Payment Query..,kishan.thapa,Customer Care Unit,Auto close by sub tt:10417361,,Payment Query,Field Support,PEPSICOLA,Phone Support CSR,,ATL,,,
Full Service Affected,dipesh.chaudhary3,No Internet Connection (FTTH),No users online in Distributio..,yubaraj.paudel,Field Team,Auto close by sub tt:10346617,,No users online in Distribution/GPON,Field Support,CHITWAN,Phone Support CSR,,BTL,,,
Full Service Affected,janaki.thapa,Accounts Related Issue,Account Status Query..,admin,Phone Support CSR,Auto close by sub tt:10297694,,Account Status Query,Field Support,BARDIBAS,Phone Support CSR,,BTL,,,
Full Service Affected,bishal.chunara,Online Gaming Issue,PUBG Mobile..,jeevan.kumal5,Field Team,Auto close by sub tt:10284250,,PUBG Mobile,Field Support,DAMAULI,Phone Support CSR,,BTL,,,
Limited Service,admin,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10298663,,ONU status offline,Field Support,KALDHARA,Phone Support CSR,server issue now solved,ATL,,,
Full Service Affected,ronisha.shakya,General Inquiry,Client wants to upgrade to 5G ..,admin,Phone Support CSR,Auto close by sub tt:10319313,,Client wants to upgrade to 5G plan,Field Support,MANBHAWAN,Sales Call Center,,ATL,,,
Full Service Affected,usha.katuwal,Accounts Related Issue,Payment Query..,pukar.suwal,Field Team,Auto close by sub tt:10395123,,Payment Query,Field Support,IMADOL,Phone Support CSR,,ATL,,,
Full Service Affected,shakya.samman,Accounts Related Issue,Query about Packages..,admin,Phone Support CSR,Auto close by sub tt:10323171,,Query about Packages,Field Support,IMADOL,Phone Support CSR,,ATL,,,
Full Service Affected,anita.acharya1,General Inquiry,Location shifting query..,admin,Phone Support CSR,Auto close by sub tt:10372341,,Location shifting query,Field Support,PEPSICOLA,Phone Support CSR,cmmt update//call disconnect,BTL,,,
Full Service Affected,rakesh.khadka,No Internet Connection (FTTH),ONU status offline..,bijaya.rayamajhi,Field Team,Auto close by sub tt:10321633,,ONU status offline,Field Support,RASTRABANKCHOWK,Phone Support CSR,,BTL,,,
Full Service Affected,vidhya.adhikari,Accounts Related Issue,Upgrade/Change Subscribed Pack..,admin,Phone Support CSR,Auto close by sub tt:10297715,,Upgrade/Change Subscribed Package,Field Support,BAGAR,Phone Support CSR,,BTL,,,
Full Service Affected,gaurav.pandey,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,admin,Phone Support CSR,Auto close by sub tt:10372362,,Speed test fine. Slow experience on certain sites,Field Support,REGION2-NBU4,Phone Support CSR,client is outside //suggested to call from home //refresh done for now,BTL,,,
Full Service Affected,anil.mahato,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10300275,,Account extend request,Field Support,CHITWAN,Phone Support CSR,,BTL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Low power level recorded [< -2..,admin,Phone Support CSR,Auto close by sub tt:10311625,,Low power level recorded [< -26 dbm],Field Support,BESISAHAR,Phone Support CSR,,BTL,,,
Full Service Affected,nitika.tamang,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10272607,,ONU status offline,Field Support,KALDHARA,Phone Support CSR,issue in power source//informed accordingly,ATL,,,
Full Service Affected,admin,Accounts Related Issue,Payment Query..,admin,Phone Support CSR,Auto close by sub tt:10343101,,Payment Query,Field Support,IMADOL,Phone Support CSR,on process for days add up,BTL,,,
Full Service Affected,nikit.limbu,No Internet Connection (FTTH),ONU status offline..,rabindra.koiri,Field Team,Auto close by sub tt:10348555,,ONU status offline,Field Support,HETAUDA,Field Support CSR,,ATL,,,
Full Service Affected,amir.shrestha1,No Internet Connection (FTTH),Disconnection problem..,pukar.suwal,Field Team,Auto close by sub tt:10285562,,Disconnection problem,Field Support,BAGAR,Phone Support CSR,,ATL,,,
Full Service Affected,bimal.adhikari,No Internet Connection (FTTH),Idle Connection..,admin,Phone Support CSR,Auto close by sub tt:10271626,,Idle Connection,Field Support,IMADOL,Phone Support CSR,client was out suggest to verify and  call later,BTL,,,
Full Service Affected,nischal.dangol,Slow Internet Connection (FTTH),High Latency seen in single de..,kishan.thapa,Customer Care Unit,Auto close by sub tt:10424841,,High Latency seen in single device with good RSSI,Field Support,DAMAULI,Phone Support CSR,needytroubleshoot done now working fine,BTL,,,
Full Service Affected,aayush.shrestha1,No Internet Connection (FTTH),No users online in Distributio..,bimal.danuwar2,Field Team,Auto close by sub tt:10273347,,No users online in Distribution/GPON,Field Support,SURKHET,Phone Support CSR,,ATL,,,
Full Service Affected,binesh.dangol,Accounts Related Issue,Account extend request..,suraj1.chaudhary,Field Team,Auto close by sub tt:10369165,,Account extend request,Field Support,BATTISPUTALI,Phone Support CSR,,ATL,,,
Full Service Affected,resham.mahato,General Inquiry,Query about Wi-fi SSID/passwor..,ashik.shrestha5,Field Team,Auto close by sub tt:10307634,,Query about Wi-fi SSID/password,Field Support,KAWASOTI,Field Support CSR,,ATL,,,
Full Service Affected,bikal.pradhananga,General Inquiry,Query about Wi-fi SSID/passwor..,abishek.surkheti,Field Team,Auto close by sub tt:10373257,,Query about Wi-fi SSID/password,Field Support,SURKHET,Phone Support CSR,verified // password informed ,ATL,,,
Full Service Affected,ayush.ghalan,General Inquiry,Query about Wi-fi SSID/passwor..,milan.thapa5,Field Team,Auto close by sub tt:10291816,,Query about Wi-fi SSID/password,Field Support,DHUNGEDHARA,Phone Support CSR,called from registered number// wlan and ssid broadcast was disable // enabled it// informed current password too// now fine//,ATL,,,
Full Service Affected,sushmita.poudel,General Inquiry,Client wants to upgrade to Bea..,sonu.dube,Fiber O&M,Auto close by sub tt:10341477,,Client wants to upgrade to Beacon-Photon Lite,Field Support,PUSPALALCHOWK,Account,,ATL,,,
Full Service Affected,diya.deshar,IPTV Related Issues,NET TV mobile app related..,amrit.yogi,Field Team,Auto close by sub tt:10293749,,NET TV mobile app related,Field Support,BIRATCHOWK,Phone Support CSR,,ATL,,,
Full Service Affected,maniram.tharu,No Internet Connection (FTTH),Disconnection problem..,sanjay.bk,Field Team,Auto close by sub tt:10307141,,Disconnection problem,Field Support,REGION7-NBU2,Field Support CSR,,BTL,,,
Full Service Affected,shankar.saud,No Internet Connection (FTTH),ONU status offline..,dev.mahato,Fiber O&M,Auto close by sub tt:10140523,,ONU status offline,Field Support,LAHAN,Phone Support CSR,,BTL,,,
Full Service Affected,rojin.shrestha,No Internet Connection (FTTH),ONU status offline..,amit.chaudhary3,Fiber O&M,Auto close by sub tt:10221448,,ONU status offline,Field Support,LAHAN,Phone Support CSR,,BTL,,,
Full Service Affected,goma.thakuri,IPTV Related Issues,Error Code 1598:No internet co..,dipendra.majhi01,Field Team,Auto close by sub tt:10241435,,Error Code 1598:No internet connection,Field Support,KAWASOTI,Phone Support CSR,call dc,BTL,,,
Full Service Affected,devendra.magar,IPTV Related Issues,NetTV bonus not added after pa..,mudhan.thapa,Fiber O&M,Auto close by sub tt:10356142,,NetTV bonus not added after payment,Field Support,KUSMA,Phone Support CSR,suggested client to pay for the nettv package,BTL,,,
Full Service Affected,ritu.karki,No Internet Connection (FTTH),ONU status offline..,lalbahadur.chaudhary,Field Team,Auto close by sub tt:10354142,,ONU status offline,Field Support,KALAIYA,Phone Support CSR,,BTL,,,
